date,realized_vol,implied_vol_30d,vix_proxy,vol_risk_premium,rv_iv_ratio
2020-01-29,0.17519820702505995,0.2667592578339508,26.675925783395083,4.023270774775245,0.8491797132949139
2020-01-30,0.1711754962898351,0.21525539395979823,21.525539395979823,3.4846071519014754,0.8381175454979646
2020-01-31,0.16733935550583684,0.15700111197546193,15.700111197546192,1.6261458017379966,0.8964245678723505
2020-02-03,0.17111359063006024,0.245055544468811,24.5055544468811,4.657140549828018,0.809955715961336
2020-02-04,0.17241510256994544,0.178825350135696,17.8825350135696,-0.9137037687242777,1.0510947563100501
2020-02-05,0.16885866823404938,0.19214768300636573,19.21476830063657,3.615635809271753,0.8118303716859303
2020-02-06,0.1703395664256852,0.20667564508679878,20.667564508679877,2.3883561687198016,0.8844393993439938
2020-02-07,0.16876026542566996,0.17993897687112906,17.993897687112906,1.5351520745599478,0.9146848503168153
2020-02-10,0.16750099550533076,0.1994011502582805,19.94011502582805,1.4860456448230586,0.9254745700865711
2020-02-11,0.17052777864075766,0.23277783239035799,23.2777832390358,2.629260540951611,0.887048499680912
2020-02-12,0.17366214468305702,0.2919336517420689,29.193365174206892,4.8492979096254825,0.8338904103487882
2020-02-13,0.1770186865900535,0.1875461657381132,18.75461657381132,5.705878569118717,0.6957613851148349
2020-02-14,0.18303282185860695,0.27003125817817947,27.003125817817946,0.4709923191928811,0.9825578593244898
2020-02-17,0.17979564157645583,0.12376314579730369,12.37631457973037,2.184665777820377,0.8234801027602862
2020-02-18,0.18188325698013058,0.1930580946038234,19.30580946038234,1.9129498405246748,0.9009132538860771
2020-02-19,0.17989450631832668,0.25609897845910673,25.609897845910673,5.256629019972367,0.7947422886416654
2020-02-20,0.2005746108735051,0.59806798000294,59.806798000294,4.099143946261863,0.9314602338977969
2020-02-21,0.22570954947552635,0.7085621960047102,70.85621960047102,1.8330264830142218,0.9741303375575228
2020-02-24,0.2505394519144685,0.7276926698165703,72.76926698165703,2.103509550734184,0.9710934349350473
2020-02-25,0.2677093601857323,0.5960205386760186,59.60205386760185,-0.21984665831660255,1.003688575209253
2020-02-26,0.29841284810679103,0.8027703431871895,80.27703431871896,3.543158289213455,0.9558633634228904
2020-02-27,0.3140553585158051,0.6044531342769714,60.445313427697144,4.9433865601476334,0.918217206929355
2020-02-28,0.3447148888515511,0.8699727640677193,86.99727640677193,4.5713304576270435,0.9474543267739448
2020-03-02,0.3561465274226258,0.4117889499556418,41.17889499556418,3.0984886004991496,0.9247554214159238
2020-03-03,0.3788508977530426,0.7047242541375774,70.47242541375775,2.944833822829507,0.9582129633606364
2020-03-04,0.4193186792763149,1.0325308572424416,103.25308572424416,-0.5254942569215215,1.0050893806537167
2020-03-05,0.4333159369032309,0.45473374468285677,45.47337446828568,0.48000096039717,0.9894443514252074
2020-03-06,0.4491092189268227,0.5300681221250539,53.006812212505395,1.5617116230024264,0.970537529841608
2020-03-09,0.4771184624414062,0.7869134629160278,78.69134629160278,3.4131892984244794,0.9566256080334884
2020-03-10,0.5009934939927334,0.7522312622930363,75.22312622930363,6.631490590511668,0.9118423957773729
2020-03-11,0.5254525793676796,0.709722166735448,70.97221667354479,-1.040385311926395,1.0146590505508926
2020-03-12,0.5494714723859518,0.8018502860395132,80.18502860395132,5.401286000998051,0.9326397197202984
